Dayananda_Saraswati	place_of_death	Ajmer
Dayananda_Saraswati	place_of_birth	Gujarat
Diana_Wynne_Jones	gender	female
Diana_Wynne_Jones	nationality	British
Diana_Wynne_Jones	place_of_death	Bristol
Diana_Wynne_Jones	place_of_birth	London
Eddie_Chapman	gender	male
Eddie_Chapman	nationality	British
Eddie_Chapman	place_of_death	St_Albans
Eddie_Chapman	place_of_birth	England
Eddie_Chapman	place_of_birth	Burnopfield
Eddie_Chapman	place_of_birth	County_Durham
Edith_Stein	gender	female
Edith_Stein	nationality	German
Edith_Stein	place_of_death	Auschwitz_concentration_camp
Edith_Stein	place_of_birth	Germany
Edith_Stein	place_of_death	General_Government
Edith_Stein	place_of_death	Q663764
Edmond_Rostand	gender	male
Edmond_Rostand	nationality	French
Edmond_Rostand	place_of_death	Paris
Edmond_Rostand	place_of_birth	Marseille
Edmund_Blunden	gender	male
Edmund_Blunden	nationality	British
Edmund_Blunden	place_of_death	Suffolk
Edmund_Blunden	place_of_birth	London
Edmund_Blunden	place_of_death	Long_Melford
Edna_Ferber	gender	female
Edna_Ferber	nationality	United States
Edna_Ferber	place_of_death	New_York_City
Edna_Ferber	place_of_birth	Kalamazoo,_Michigan
Edna_Ferber	place_of_death	New_York_City,_New_York
Edward_Albee	gender	male
Edward_Albee	nationality	American
Edward_Albee	place_of_death	Montauk,_New_York
Edward_Albee	place_of_birth	Virginia
Edward_Albee	place_of_birth	Washington,_D.C.
Edward_Teller	gender	male
Edward_Teller	nationality	--03-06
Edward_Teller	place_of_death	Stanford,_California
Edward_Teller	place_of_birth	Austria-Hungary
Edward_Teller	place_of_birth	Budapest
Eero_Saarinen	gender	male
Eero_Saarinen	nationality	Finnish, American
Eero_Saarinen	place_of_death	Ann_Arbor,_Michigan
Eero_Saarinen	place_of_birth	Grand_Duchy_of_Finland
Eero_Saarinen	place_of_birth	Kirkkonummi
Ford_Madox_Ford	gender	male
Ford_Madox_Ford	nationality	British
Ford_Madox_Ford	place_of_death	Deauville
Ford_Madox_Ford	place_of_birth	Merton_(historic_parish)
Ford_Madox_Ford	place_of_birth	London_Borough_of_Merton
Ford_Madox_Ford	place_of_birth	Surrey
Frank_Whittle	gender	male
Frank_Whittle	nationality	British
Frank_Whittle	place_of_death	Columbia,_Maryland
Frank_Whittle	place_of_birth	Coventry
Friedrich_Engels	gender	male
Friedrich_Engels	nationality	German
Friedrich_Engels	place_of_death	London
Friedrich_Engels	place_of_birth	Barmen
Friedrich_Engels	place_of_death	London,_England
Friedrich_Engels	place_of_birth	Wuppertal
Friedrich_Engels	place_of_birth	Kingdom_of_Prussia
Georg_Forster	gender	male
Georg_Forster	nationality	German
Georg_Forster	place_of_death	Paris
Georg_Forster	place_of_birth	Crown_of_the_Kingdom_of_Poland
Georg_Forster	place_of_birth	Royal_Prussia
George_Boole	gender	male
George_Boole	nationality	British
George_Boole	place_of_death	Ballintemple,_Cork
George_Boole	place_of_birth	Lincoln,_England
George_Boole	place_of_birth	Lincoln,_Lincolnshire
George_Farquhar	gender	male
George_Farquhar	nationality	Irish
George_Farquhar	place_of_death	London
George_Farquhar	place_of_birth	Derry
George_Westinghouse	gender	male
George_Westinghouse	nationality	American
George_Westinghouse	place_of_death	New_York_City
George_Westinghouse	place_of_birth	New_York
George_Westinghouse	place_of_death	New_York_(state)
George_Westinghouse	place_of_birth	Central_Bridge,_New_York
Giacomo_Leopardi	gender	male
Giacomo_Leopardi	nationality	Italian_people
Giacomo_Leopardi	place_of_death	Naples
Giacomo_Leopardi	place_of_birth	Recanati
Giacomo_Leopardi	place_of_death	Kingdom_of_the_Two_Sicilies
Giacomo_Leopardi	place_of_birth	Papal_States
Henri_Labrouste	gender	male
Henri_Labrouste	nationality	French
Henri_Labrouste	place_of_death	Fontainebleau
Henri_Labrouste	place_of_birth	Paris
Henry_Bessemer	gender	male
Henry_Bessemer	nationality	English
Henry_Bessemer	place_of_death	London
Henry_Bessemer	place_of_birth	Charlton,_Hertfordshire
Hokusai	gender	male
Hokusai	nationality	Japanese
Hokusai	place_of_death	Asakusa
Hokusai	place_of_birth	Edo
Georg_Hackl	gender	male
Georg_Hackl	nationality	German
Georg_Hackl	place_of_birth	Berchtesgaden
Georg_Hackl	location	Bavaria
Georg_Hackl	location	Bischofswiesen
Georg_Hackl	place_of_birth	Bavaria
Alec_Jeffreys	gender	male
Alec_Jeffreys	nationality	British
Alec_Jeffreys	place_of_birth	Oxford
Alec_Jeffreys	institution	University_of_Oxford
Alec_Jeffreys	place_of_birth	Oxfordshire
Amy_Tan	gender	female
Amy_Tan	nationality	American
Amy_Tan	place_of_birth	Oakland,_California
Amy_Tan	institution	San_Jose_State_University
Amy_Tan	institution	UC_Santa_Cruz
Christopher_Evans_(computer_scientist)	gender	male
Christopher_Evans_(computer_scientist)	nationality	British
Christopher_Evans_(computer_scientist)	place_of_birth	Wales
Christopher_Evans_(computer_scientist)	institution	University_College_London
Christopher_Evans_(computer_scientist)	institution	University_of_Reading
Christopher_Evans_(computer_scientist)	place_of_birth	Aberdyfi
Colin_Renfrew,_Baron_Renfrew_of_Kaimsthorn	gender	male
Colin_Renfrew,_Baron_Renfrew_of_Kaimsthorn	nationality	British
Colin_Renfrew,_Baron_Renfrew_of_Kaimsthorn	place_of_birth	Stockton-on-Tees
Colin_Renfrew,_Baron_Renfrew_of_Kaimsthorn	institution	St_John's_College,_Cambridge
Eric_Corley	gender	male
Eric_Corley	nationality	American
Eric_Corley	place_of_birth	Suffolk_County,_New_York
Eric_Corley	institution	Stony_Brook_University
Frank_Drake	gender	male
Frank_Drake	nationality	American
Frank_Drake	place_of_birth	Illinois
Frank_Drake	institution	Cornell_University
Frank_Drake	institution	Harvard_University
Frank_Drake	place_of_birth	Chicago
Daryl_Homer	gender	male
Daryl_Homer	nationality	American
Daryl_Homer	place_of_birth	Saint_Thomas,_U.S._Virgin_Islands
Maximilien_van_Haaster	gender	male
Maximilien_van_Haaster	nationality	Canada
Maximilien_van_Haaster	place_of_birth	Montreal
Monica_Aksamit	gender	female
Monica_Aksamit	nationality	American
Monica_Aksamit	place_of_birth	New_York_City
Alain_Prost	gender	male
Alain_Prost	nationality	French
Alain_Prost	place_of_birth	Lorette,_Loire
Albert_Abrams	gender	male
Albert_Abrams	nationality	American
Albert_Abrams	place_of_birth	San_Francisco
Assata_Shakur	gender	female
Assata_Shakur	nationality	American
Assata_Shakur	place_of_birth	New_York_City
Assata_Shakur	nationality	Cuban
Barry_Took	gender	male
Barry_Took	nationality	British
Barry_Took	place_of_birth	Wood_Green
Barry_Took	place_of_birth	North_London
Bruce_Nauman	gender	male
Bruce_Nauman	nationality	American
Bruce_Nauman	place_of_birth	Fort_Wayne
Bruce_Nauman	place_of_birth	Fort_Wayne,_Indiana
Bruce_Nauman	place_of_birth	Indiana
David_Zindell	gender	male
David_Zindell	nationality	American
David_Zindell	place_of_birth	Toledo,_Ohio
Eric_Heiden	gender	male
Eric_Heiden	nationality	American
Eric_Heiden	place_of_birth	Madison,_Wisconsin
Frank_Gehry	gender	male
Frank_Gehry	nationality	Canadian, American
Frank_Gehry	place_of_birth	Toronto
Gilbert_Delahaye	gender	male
Gilbert_Delahaye	nationality	Belgium
Gilbert_Delahaye	place_of_birth	Franqueville-Saint-Pierre
Graeme_Garden	gender	male
Graeme_Garden	nationality	British
Graeme_Garden	place_of_birth	Aberdeen
Graeme_Garden	place_of_birth	Aberdeenshire
Gregory_Benford	gender	male
Gregory_Benford	nationality	United States
Gregory_Benford	place_of_birth	Mobile,_Alabama
Eunice_Kennedy_Shriver	gender	female
